Intent,Question,Answer
question_data_set,what is stent surgery,"In the technical vocabulary of medicine , a stent is a mesh 'tube' inserted into a natural passage/conduit in the body to prevent or counteract a disease-induced, localized flow constriction."
question_data_set,what is ethernet gigabit,"In computer networking , gigabit Ethernet (GbE or 1 GigE) is a term describing various technologies for transmitting Ethernet frames at a rate of a gigabit per second (1,000,000,000 bits per second), as defined by the IEEE 802.3-2008 standard."
question_data_set,where is the tibia location,"The tibia (), shinbone or shankbone, is the larger and stronger of the two bones in the leg below the knee in vertebrates (the other being the fibula ), and connects the knee with the ankle bones ."
question_data_set,what is tofu made of,"Tofu, also called bean curd, is a food made by coagulating soy juice and then pressing the resulting curds into soft white blocks."
question_data_set,Where is Bubbles the Chimp now,"When the trainer shut down his operation in 2004, Bubbles was moved to the Center for Great Apes , a sanctuary in Wauchula, Florida , where he has lived since 2005."
question_data_set,what is muse's lead singer's name,"The band consists of school friends Matthew Bellamy (lead vocals, lead guitar, piano, keyboards, keytar ), Christopher Wolstenholme (bass, vocals, keyboards, rhythm guitar, harmonica) and Dominic Howard (drums, percussion, synthesisers, sampling)."
question_data_set,where is bloemfontein in africa,"Bloemfontein (, ; Dutch for ""fountain of flowers"") is the capital city of the Free State Province of South Africa ; and, as the judicial capital of the nation, one of South Africa's three national capitals – the other two being Cape Town , the legislative capital, and Pretoria , the administrative capital."
question_data_set,What is the prostate for?,"The prostate (from Greek προστάτης – prostates, literally ""one who stands before"", ""protector"", ""guardian"") is a compound tubuloalveolar exocrine gland of the male reproductive system in most mammals ."
question_data_set,what is in the preamble of the constitution,The Preamble to the United States Constitution is a brief introductory statement of the Constitution's fundamental purposes and guiding principles.
question_data_set,when was the internet started,The history of the Internet began with the development of electronic computers in the 1950s.
question_data_set,where is rolling rock brewed,"The brand was sold to Anheuser-Busch of St. Louis, Missouri , in mid 2006, which transferred brewing operations to New Jersey."
question_data_set,when was Pope Benedict XVI elected?,"Benedict was elected on 19 April 2005 in a papal conclave , celebrated his Papal Inauguration Mass on 24 April 2005, and took possession of his cathedral, the Archbasilica of St. John Lateran , on 7 May 2005."
question_data_set,Who was John Adam's children,"Adams was the father of John Quincy Adams , the sixth President of the United States."
question_data_set,who was on the 10 dollar bill,"The first U.S. Secretary of the Treasury (1789–95), Alexander Hamilton , is currently featured on the obverse of the bill, while the U.S. Treasury Building is featured on the reverse ."
question_data_set,what is water jet propulsion,"Unlike a powerboat or motorboat that uses a propeller in the water below or behind the boat, a jetboat draws the water from under the boat into a pump inside the boat, then expels it through a nozzle at the stern ."
question_data_set,where is the sermon on the mount in the bible,"The Sermon on the Mount ( anglicized from the Matthean Vulgate Latin section title: Sermo in monte) is a collection of sayings and teachings of Jesus , which emphasizes his moral teaching found in the Gospel of Matthew (chapters 5 , 6 and 7 )."
question_data_set,who is E from entourage,"Eric ""E."""
question_data_set,what is article 5 about,Article Five of the United States Constitution describes the process whereby the Constitution may be altered.
question_data_set,what is the political tea party,"The Tea Party movement is an American political movement that advocates strict adherence to the United States Constitution , reducing U.S. government spending and taxes , and reduction of the U.S. national debt and federal budget deficit ."
question_data_set,what is puerto rico currency,"The peso and dollar have been followed by other contemporary issues, including commemorative banknotes, private currency, and a quarter coin designed with Fort San Felipe del Morro in the face."
question_data_set,What is the function of albumin?,"Albumin transports hormones, fatty acids, and other compounds, buffers pH, and maintains osmotic pressure , among other functions."
question_data_set,who is ezekiel in the bible,"The Book of Ezekiel is the third of the Latter Prophets in the Hebrew Bible , following the books of Isaiah and Jeremiah and preceding the Book of the Twelve ."
question_data_set,where are the ten commandments in the bible,"The Ten Commandments appear twice in the Hebrew Bible , in the books of Exodus and Deuteronomy ."
question_data_set,what is endodontic dentistry,"Endodontics (from the Greek endo ""inside""; and odons ""tooth"") is one of the dental specialties recognized by the American Dental Association , Royal College of Dentists of Canada , and Royal Australasian College of Dental Surgeons , and deals with the tooth pulp and the tissues surrounding the root of a tooth ."
question_data_set,who is the junior senator of nc,"Janet Kay Ruthven Hagan (; born May 26, 1953) is the junior United States Senator from North Carolina , in office since January 2009."
question_data_set,who is heisman trophy named after,"It was created in 1935 as the Downtown Athletic Club trophy and renamed in 1936 following the death of the Club's athletic director, John Heisman (former Brown University and University of Pennsylvania player; head football coach at Oberlin College , Auburn University , Clemson University , Rice University , and the University of Pennsylvania; and football, basketball, and baseball head coach and athletic director at Georgia Tech )."
question_data_set,what is sado masochism,Sadomasochism is the giving and/or receiving of pleasure—often sexual—from acts involving the infliction or reception of pain or humiliation .
